State,Educated People,Unemployed People,Unemployment Rate %
Himachal Pradesh,1238,332,26.81744749596123
Jharkhand,1544,299,19.365284974093264
Sikkim,3598,673,18.70483602001112
Tripura,2934,728,24.812542603953645
Haryana,8680,948,10.921658986175114
Bihar,7614,808,10.612030470186498
Meghalaya,1435,409,28.50174216027875
Goa,9726,2385,24.521900061690317
Jharkhand,7207,1938,26.8905231025392
Tamil Nadu,4789,1260,26.310294424723324
Uttarakhand,6539,1394,21.3182443798746
Sikkim,7736,2105,27.210444674250255
Kerala,8365,2308,27.591153616258218
Bihar,9977,2562,25.679061842237143
Odisha,8536,1818,21.298031865042173
Bihar,8449,1103,13.054799384542548
Manipur,7250,1737,23.95862068965517
Jharkhand,9887,1450,14.665722666127238
Nagaland,7023,1987,28.29275238502065
Meghalaya,6183,1024,16.56153970564451
West Bengal,6081,1699,27.939483637559615
Tamil Nadu,8459,1625,19.210308547109587
Meghalaya,643,172,26.749611197511662
Jharkhand,4304,942,21.886617100371748
Punjab,6953,855,12.29685028045448
Haryana,2803,318,11.344987513378522
Haryana,6496,845,13.008004926108374
Goa,8779,1861,21.19831415878802
Kerala,5521,1436,26.009780836804925
Madhya Pradesh,1874,483,25.773745997865525
Manipur,9815,1107,11.278655119714722
Manipur,1378,205,14.876632801161103
Assam,9613,1867,19.421616560907104
Arunachal Pradesh,9185,2674,29.11268372346217
Karnataka,9337,1730,18.52843525757738
Telangana,5720,1228,21.468531468531467
Goa,2295,245,10.675381263616558
Manipur,6829,1141,16.70815639185825
Andhra Pradesh,9692,2845,29.35410647957078
Punjab,3711,508,13.689032605766641
Haryana,4662,1127,24.174174174174173
Meghalaya,7561,1394,18.436714720275095
Meghalaya,1469,228,15.520762423417292
Arunachal Pradesh,7250,803,11.075862068965517
Andhra Pradesh,1641,191,11.639244363193175
Himachal Pradesh,7266,1365,18.786127167630056
Nagaland,933,262,28.081457663451232
Telangana,1325,215,16.22641509433962
Maharashtra,5580,568,10.17921146953405
Telangana,8074,2396,29.675501610106515
Manipur,1126,304,26.99822380106572
Tamil Nadu,6417,1303,20.305438678510207
Andhra Pradesh,7081,1135,16.028809490185004
Goa,6300,1598,25.365079365079364
Sikkim,7236,926,12.797125483692648
Tamil Nadu,1023,195,19.06158357771261
West Bengal,3348,1002,29.92831541218638
Goa,5212,649,12.452033768227167
Maharashtra,5421,623,11.492344585869766
Bihar,1395,151,10.824372759856631
Maharashtra,8335,1901,22.80743851229754
Bihar,8576,1596,18.61007462686567
Himachal Pradesh,5954,861,14.460866644272757
Bihar,7334,1929,26.302154349604585
West Bengal,9128,2595,28.42900964066608
West Bengal,8117,1896,23.358383639275594
Jharkhand,2736,707,25.840643274853804
Kerala,2237,665,29.727313366115332
Bihar,5105,1139,22.31145935357493
Kerala,2781,386,13.879899316792521
Kerala,9215,1324,14.367878459034184
Punjab,9493,2715,28.600021068155485
Tamil Nadu,6625,863,13.026415094339622
Karnataka,6828,1272,18.629173989455182
Karnataka,1167,185,15.85261353898886
Chhattisgarh,7251,1992,27.472072817542408
Madhya Pradesh,6019,844,14.022262834357868
Assam,5018,742,14.786767636508568
Goa,6518,837,12.841362381098499
Meghalaya,4425,1070,24.18079096045198
Madhya Pradesh,2199,430,19.554342883128694
Nagaland,1029,273,26.53061224489796
Meghalaya,4716,595,12.616624257845633
Tripura,805,177,21.987577639751553
Jharkhand,5757,1379,23.953447976376584
Tripura,6669,1550,23.241865347128503
Sikkim,2193,377,17.191062471500228
Himachal Pradesh,7908,1998,25.26555386949924
Bihar,4196,667,15.896091515729266
Manipur,9125,2448,26.827397260273973
Mizoram,7885,1713,21.724793912492075
Gujarat,3400,711,20.91176470588235
Punjab,1153,220,19.080659150043367
Arunachal Pradesh,3353,688,20.51893826424098
Meghalaya,6728,1195,17.761593341260404
Kerala,8287,1645,19.85036804633764
Haryana,944,136,14.40677966101695
Himachal Pradesh,4909,751,15.298431452434306
Bihar,3993,792,19.834710743801654
Telangana,7080,1119,15.805084745762713
Kerala,6026,773,12.827746432127448
Tamil Nadu,3665,893,24.3656207366985
Haryana,4424,889,20.094936708860757
Jharkhand,8757,1909,21.799703094667123
Tamil Nadu,9757,2902,29.742748795736397
Uttar Pradesh,876,101,11.529680365296803
Maharashtra,6730,1265,18.796433878157504
Gujarat,8730,1036,11.867124856815577
Haryana,4996,637,12.750200160128102
Himachal Pradesh,6568,1148,17.47868453105968
Goa,679,201,29.60235640648012
Gujarat,4833,1022,21.146285950755225
Bihar,9232,1676,18.15424610051993
Haryana,3746,613,16.36412172984517
Odisha,6781,1436,21.17681757852824
Kerala,8093,2056,25.404670703076732
Telangana,8335,1907,22.879424115176963
Tripura,7654,905,11.823882937026392
Odisha,994,226,22.736418511066397
Punjab,8322,2297,27.601538091804855
Nagaland,6276,925,14.738687061822816
Tripura,1169,322,27.54491017964072
Kerala,8186,2338,28.560957732714392
Arunachal Pradesh,8172,1506,18.4287812041116
Mizoram,3627,1022,28.177557209815273
Manipur,2629,504,19.170787371624193
Karnataka,4212,595,14.12630579297246
Karnataka,549,118,21.493624772313296
Mizoram,2536,750,29.574132492113563
Meghalaya,818,166,20.293398533007334
Sikkim,7669,2150,28.034945886034684
Arunachal Pradesh,1008,256,25.396825396825395
Karnataka,8339,1286,15.421513370907784
Sikkim,4116,763,18.537414965986397
Andhra Pradesh,1854,517,27.885652642934193
Punjab,7040,1180,16.761363636363637
Tripura,6392,1865,29.17709637046308
Meghalaya,4253,673,15.824124147660475
Mizoram,677,125,18.46381093057607
Himachal Pradesh,8642,2327,26.926637352464706
Jharkhand,4488,580,12.923351158645277
Rajasthan,9391,1702,18.123735491427965
Tamil Nadu,1566,353,22.541507024265645
Kerala,4226,506,11.973497397065783
Uttar Pradesh,4906,686,13.982878108438646
Andhra Pradesh,4655,995,21.374865735767994
West Bengal,1830,287,15.683060109289618
Nagaland,3275,648,19.786259541984734
Haryana,4847,998,20.59005570455952
Assam,767,169,22.033898305084744
Gujarat,9033,1078,11.93401970552419
Bihar,2161,578,26.74687644608977
Maharashtra,4146,734,17.703810902074288
Rajasthan,8319,1158,13.9199423007573
Rajasthan,8563,2249,26.264159757094475
Kerala,6826,1903,27.878699091708175
Kerala,8105,1221,15.064774830351634
Goa,1708,501,29.33255269320843
Mizoram,9902,2696,27.226822864067866
Mizoram,7580,2197,28.984168865435358
Maharashtra,9939,2493,25.083006338665864
Himachal Pradesh,6476,1755,27.100061766522543
West Bengal,6596,1851,28.062462098241358
Gujarat,5585,1331,23.831692032229185
Madhya Pradesh,3793,479,12.628526232533616
Tamil Nadu,6061,1057,17.439366441181324
Karnataka,7291,1264,17.336442189000138
Chhattisgarh,5644,721,12.77462792345854
Himachal Pradesh,5798,869,14.987926871334942
Jharkhand,4156,1142,27.47834456207892
Meghalaya,2290,418,18.253275109170307
Andhra Pradesh,1086,146,13.443830570902392
Haryana,5275,1320,25.023696682464454
Goa,5920,897,15.152027027027026
Gujarat,4265,602,14.114888628370457
Punjab,2420,640,26.446280991735538
Uttarakhand,1757,243,13.830392714854867
Meghalaya,956,285,29.811715481171547
Uttar Pradesh,8360,968,11.578947368421053
Madhya Pradesh,660,134,20.303030303030305
Andhra Pradesh,9506,2108,22.175468125394488
Rajasthan,743,130,17.496635262449526
Odisha,9065,2238,24.688361831218973
Nagaland,596,106,17.78523489932886
Uttarakhand,1753,479,27.32458642327439
Haryana,3048,463,15.19028871391076
Arunachal Pradesh,7912,2351,29.714357937310414
Madhya Pradesh,5138,725,14.110548851693267
Mizoram,3157,808,25.593918276845105
Odisha,3290,431,13.100303951367781
Haryana,5004,938,18.74500399680256
Himachal Pradesh,2101,342,16.277962874821515
Uttarakhand,4294,851,19.818351187703772
Himachal Pradesh,5418,1541,28.4422296050203
Mizoram,9393,2405,25.60417332055786
Manipur,8745,1189,13.596340766152087
Tamil Nadu,3144,727,23.123409669211195
Manipur,7092,1855,26.156232374506487
Sikkim,3138,375,11.950286806883364
Rajasthan,7962,2207,27.719166038683746
Haryana,9463,1843,19.475853323470357
Chhattisgarh,6058,783,12.925057774843182
Mizoram,5254,1540,29.31100114198706
Gujarat,2278,457,20.06145741878841
Karnataka,763,227,29.750982961992133
Rajasthan,8428,1314,15.590887517797816
Gujarat,3834,703,18.335941575378197
Chhattisgarh,7156,1869,26.11794298490777
Mizoram,2771,752,27.138217250090218
Assam,7503,2109,28.10875649740104
Meghalaya,9021,1373,15.220042123933045
Tripura,2072,610,29.440154440154444
West Bengal,859,190,22.118742724097785
Meghalaya,3323,740,22.269034005416792
Manipur,1172,222,18.941979522184297
Meghalaya,1282,246,19.18876755070203
Haryana,1922,230,11.966701352757545
Meghalaya,883,196,22.197055492638732
Tripura,2391,634,26.516102049351737
Manipur,3155,443,14.04120443740095
Karnataka,5231,572,10.934811699483845
Tamil Nadu,8642,1229,14.221245082156909
Chhattisgarh,5222,1000,19.149751053236308
Rajasthan,6364,1537,24.151477058453803
Jharkhand,4676,592,12.660393498716852
Himachal Pradesh,2213,463,20.921825576140986
Rajasthan,8143,2347,28.822301363133978
Kerala,2400,422,17.583333333333336
Sikkim,5646,564,9.989373007438896
Bihar,3486,534,15.3184165232358
Rajasthan,2066,233,11.277831558567279
Madhya Pradesh,2291,280,12.221737232649497
Uttarakhand,8060,2320,28.78411910669975
West Bengal,823,204,24.787363304981774
Assam,9241,2570,27.810842982361216
Assam,8694,2256,25.948930296756384
Telangana,8464,2476,29.253308128544425
Maharashtra,6503,1238,19.037367368906658
Uttar Pradesh,707,108,15.275813295615276
Sikkim,7804,2234,28.626345463864684
Odisha,658,96,14.58966565349544
Meghalaya,6222,1380,22.179363548698166
West Bengal,2649,442,16.685541713854285
Arunachal Pradesh,540,91,16.85185185185185
Chhattisgarh,6404,748,11.680199875078076
Chhattisgarh,9033,2042,22.606000221410383
Nagaland,3166,794,25.078963992419457
Tripura,4738,842,17.77121148163782
Uttar Pradesh,4113,1100,26.74446875759786
Kerala,700,198,28.285714285714285
Madhya Pradesh,5787,935,16.156903404181786
Assam,6019,1098,18.242232929057984
Sikkim,1064,294,27.631578947368425
Tripura,6085,1739,28.5784716516023
Odisha,8126,2374,29.214865862663057
Jharkhand,9307,2694,28.945954657784462
Chhattisgarh,7325,837,11.426621160409557
Kerala,5246,1484,28.28821959588258
Jharkhand,9539,2536,26.5855959744208
Gujarat,870,139,15.977011494252874
Nagaland,6634,699,10.536629484473922
Uttarakhand,8222,1037,12.61250304062272
Odisha,5456,778,14.259530791788858
Meghalaya,9015,1982,21.985579589572936
Madhya Pradesh,7882,1911,24.24511545293073
Gujarat,6049,1014,16.763101339064306
Odisha,1085,163,15.023041474654377
Mizoram,8973,1722,19.190906051487797
Kerala,645,174,26.976744186046513
Andhra Pradesh,7943,1814,22.83771874606572
Gujarat,2221,475,21.38676271949572
Uttar Pradesh,632,132,20.88607594936709
Gujarat,5989,1209,20.187009517448658
Assam,1117,165,14.771709937332139
Punjab,6788,1786,26.311137301119626
Madhya Pradesh,884,237,26.809954751131222
Odisha,7076,1082,15.29112492933861
Andhra Pradesh,2333,247,10.587226746678096
Jharkhand,2137,282,13.196069255966309
Tamil Nadu,6790,1423,20.957290132547865
Nagaland,3411,999,29.287598944591032
Karnataka,1412,303,21.458923512747877
Chhattisgarh,4410,977,22.15419501133787
Chhattisgarh,7784,1748,22.456320657759505
Odisha,7190,1501,20.87621696801113
Goa,8386,2064,24.61244932029573
Manipur,9306,1201,12.905652267354395
Karnataka,4426,1105,24.966109353818347
Odisha,9034,1736,19.216294000442772
Punjab,3123,855,27.37752161383285
Assam,3092,865,27.97542043984476
Bihar,5921,1683,28.424252660023647
Himachal Pradesh,8777,2222,25.316167255326423
Uttarakhand,4975,743,14.93467336683417
Odisha,9184,1278,13.915505226480837
Chhattisgarh,9086,1417,15.595421527624916
Haryana,3390,635,18.73156342182891
Karnataka,7583,1393,18.37003824343927
Bihar,5811,676,11.6331096196868
Meghalaya,941,121,12.858660998937301
Manipur,7484,1298,17.34366648850882
Maharashtra,4712,776,16.468590831918505
Bihar,6035,1525,25.269262634631318
Uttarakhand,8050,1969,24.459627329192546
Bihar,8756,1216,13.887619917770671
Gujarat,6783,1503,22.158337019018134
Assam,1515,312,20.594059405940595
Goa,8299,2009,24.207735871791783
Tripura,790,154,19.49367088607595
Telangana,9734,2000,20.546537908362442
West Bengal,3348,720,21.50537634408602
Bihar,922,271,29.392624728850326
Bihar,6547,1396,21.322743241179165
Haryana,1919,441,22.980719124544034
West Bengal,7537,1842,24.439432134801645
Odisha,3690,817,22.140921409214094
Assam,5830,1597,27.39279588336192
Mizoram,3256,573,17.598280098280096
Haryana,9825,1932,19.66412213740458
Karnataka,6079,1227,20.18424082908373
Maharashtra,7807,1483,18.995773024209043
West Bengal,4481,1188,26.51193929926356
Mizoram,3563,637,17.87819253438114
Uttar Pradesh,4851,1410,29.066171923314783
Goa,1433,361,25.191905094207957
Rajasthan,1241,179,14.42385173247381
Himachal Pradesh,5224,724,13.859111791730475
Tamil Nadu,7816,2050,26.228249744114635
Rajasthan,8999,1094,12.156906322924769
Kerala,6553,1139,17.381352052495043
Arunachal Pradesh,3033,802,26.44246620507748
Gujarat,5358,1279,23.870847331093692
Goa,5367,1287,23.97987702627166
Himachal Pradesh,9223,2264,24.547327333839313
Karnataka,3458,883,25.534991324465008
Haryana,9895,2707,27.357251136937847
Chhattisgarh,1898,369,19.441517386722868
Odisha,8054,932,11.571889744226471
Meghalaya,4670,548,11.734475374732334
West Bengal,7035,1595,22.67235252309879
Assam,9400,2709,28.819148936170215
Jharkhand,1676,334,19.928400954653938
Andhra Pradesh,1574,170,10.800508259212197
Nagaland,8586,1556,18.122525040764035
Rajasthan,7511,939,12.501664225802156
Uttar Pradesh,6979,1815,26.006591202177965
Chhattisgarh,9406,2565,27.269827769508826
Punjab,3750,474,12.64
Andhra Pradesh,6790,1126,16.58321060382916
Sikkim,9314,2140,22.976164913034143
West Bengal,884,200,22.624434389140273
Uttarakhand,4921,1166,23.694371062792115
Tripura,2716,638,23.49042709867452
Tripura,5632,1378,24.467329545454543
Maharashtra,8189,1502,18.341677860544632
Telangana,3695,859,23.247631935047362
Odisha,7122,1124,15.782083684358325
Goa,7947,1307,16.446457782811123
Arunachal Pradesh,9924,1754,17.674324869004433
Sikkim,950,223,23.473684210526315
Assam,7631,1539,20.167736862796488
Arunachal Pradesh,6230,1555,24.959871589085072
Maharashtra,9940,1726,17.364185110663986
Assam,3983,619,15.541049460205874
Manipur,9161,1204,13.14267001419059
Karnataka,8606,2252,26.16778991401348
Jharkhand,7717,1411,18.284307373331604
Tamil Nadu,5747,1657,28.8324343135549
West Bengal,6812,1650,24.22196124486201
Haryana,8676,909,10.477178423236515
Madhya Pradesh,1327,132,9.947249434815374
Chhattisgarh,6138,866,14.108830237862497
Gujarat,8266,1813,21.933220421001693
Nagaland,4310,596,13.828306264501162
Sikkim,2730,397,14.542124542124544
Telangana,945,195,20.634920634920633
Goa,5574,1045,18.747757445281664
Rajasthan,1207,140,11.5990057995029
Maharashtra,6902,1850,26.803824978267173
Maharashtra,6879,1279,18.592818723651693
Himachal Pradesh,5215,1497,28.705656759348035
Odisha,2155,486,22.552204176334108
Jharkhand,6597,1054,15.976959223889647
Tamil Nadu,5387,970,18.006311490625578
Arunachal Pradesh,9454,1852,19.589591707213877
Himachal Pradesh,4917,1326,26.967663209273944
Uttarakhand,9918,2369,23.88586408550111
Haryana,2387,294,12.316715542521994
Madhya Pradesh,5658,897,15.853658536585366
Jharkhand,6828,1495,21.895137668424137
Nagaland,5385,555,10.30640668523677
Nagaland,1713,485,28.312901342673673
Nagaland,9532,2000,20.9819555182543
Uttar Pradesh,6012,1702,28.310046573519625
Telangana,5232,878,16.781345565749238
Uttar Pradesh,6544,943,14.410146699266505
Himachal Pradesh,5875,1684,28.66382978723404
Uttar Pradesh,5721,1265,22.111518965215872
Punjab,2982,798,26.76056338028169
Karnataka,4628,751,16.22731201382887
Uttarakhand,2796,294,10.515021459227468
Maharashtra,2091,468,22.381635581061694
Sikkim,4585,741,16.161395856052344
Arunachal Pradesh,3827,547,14.293180036582179
Maharashtra,515,140,27.184466019417474
Arunachal Pradesh,7901,1095,13.859005189216555
Andhra Pradesh,1880,235,12.5
Kerala,3970,518,13.04785894206549
Telangana,4362,655,15.016047684548372
Gujarat,6606,895,13.548289433848018
Assam,6149,1564,25.435030086192878
Manipur,4064,929,22.859251968503937
Uttarakhand,6691,1929,28.829771334628607
Gujarat,4684,1248,26.643894107600342
Chhattisgarh,3324,534,16.064981949458485
Nagaland,7885,1919,24.337349397590362
Mizoram,3302,537,16.262870987280436
Madhya Pradesh,5600,1392,24.857142857142858
Rajasthan,8112,1526,18.81163708086785
Meghalaya,4979,508,10.202851978308898
Rajasthan,8318,1358,16.32603991344073
Haryana,6472,729,11.263906056860321
Mizoram,3433,916,26.682202155549085
Mizoram,4153,727,17.50541777028654
Telangana,7202,832,11.552346570397113
Uttar Pradesh,9486,2336,24.62576428420831
Andhra Pradesh,4177,656,15.705051472348575
Gujarat,3067,738,24.062601891098794
Jharkhand,6541,896,13.698211282678491
Meghalaya,1347,384,28.507795100222715
Chhattisgarh,4155,1214,29.217809867629363
Gujarat,7716,2043,26.477449455676517
Karnataka,7355,1469,19.972807613868117
Telangana,2298,520,22.628372497824195
Meghalaya,3052,351,11.500655307994757
Gujarat,5142,860,16.725009723842863
Gujarat,3737,705,18.865400053518865
Tamil Nadu,6231,1044,16.75493500240732
Mizoram,1244,207,16.639871382636656
Haryana,5381,1120,20.813975097565507
Goa,4703,560,11.907293217095472
Odisha,1085,162,14.930875576036867
Assam,7801,847,10.857582361235739
Maharashtra,2821,579,20.524636653668914
Rajasthan,581,126,21.686746987951807
Manipur,5487,1415,25.78822671769637
Andhra Pradesh,1188,149,12.542087542087543
Rajasthan,4496,1161,25.822953736654803
Telangana,1933,487,25.193998965338853
Punjab,8848,1671,18.885623869801087
Madhya Pradesh,2028,346,17.06114398422091
Madhya Pradesh,5554,654,11.775297083183291
Tripura,7229,2066,28.579333241112188
Tamil Nadu,2401,479,19.95002082465639
Tamil Nadu,3774,821,21.754107048224693
Madhya Pradesh,6538,1947,29.779749158764147
Goa,3184,484,15.201005025125628
Assam,6875,1473,21.425454545454546
Tamil Nadu,7861,2118,26.943137005470042
Gujarat,4224,900,21.306818181818183
Sikkim,5761,923,16.02152404096511
Mizoram,9742,1143,11.732703756928762
Assam,5479,861,15.714546450082132
Arunachal Pradesh,6590,1859,28.20940819423369
Tamil Nadu,3863,427,11.05358529640176
Maharashtra,604,164,27.1523178807947
Manipur,909,165,18.151815181518153
Nagaland,7715,2180,28.25664290343487
Rajasthan,8841,1789,20.235267503676056
Assam,7414,1851,24.966280010790395
Kerala,6264,868,13.856960408684547
Maharashtra,4965,892,17.965760322255793
Nagaland,9582,1183,12.34606553955333
Sikkim,3606,536,14.864115363283418
Assam,9202,1613,17.52879808737231
Maharashtra,4650,1215,26.129032258064516
Arunachal Pradesh,1546,210,13.583441138421733
Goa,7947,1749,22.008305020762553
Meghalaya,1874,279,14.887940234791888
Odisha,1697,454,26.753093694755453
Gujarat,3312,461,13.919082125603865
Gujarat,746,199,26.675603217158177
Uttarakhand,5382,1592,29.580081753994797
Odisha,4025,692,17.19254658385093
Mizoram,7126,953,13.373561605388717
Chhattisgarh,6766,1008,14.898019509311261
Goa,4619,1058,22.905390777224508
Haryana,8507,930,10.932173504173035
Bihar,7805,1379,17.668161434977577
Tamil Nadu,4485,1162,25.908584169453736
Sikkim,3325,417,12.541353383458647
Sikkim,2547,343,13.466823714173536
Uttar Pradesh,3982,417,10.47212456052235
Uttarakhand,3895,871,22.362002567394097
Assam,6908,1858,26.896352055587723
Meghalaya,5871,951,16.198262646908535
Andhra Pradesh,6076,1279,21.050032916392365
Goa,5238,869,16.590301641848036
Arunachal Pradesh,7535,1039,13.788984737889848
Bihar,4089,571,13.96429444852042
Uttarakhand,5781,1579,27.313613561667534
Andhra Pradesh,9429,1242,13.172128539611835
Haryana,9052,1448,15.996464869642068
Nagaland,1319,300,22.744503411675513
Jharkhand,1911,192,10.047095761381476
Bihar,4760,986,20.714285714285715
Madhya Pradesh,4258,1192,27.99436355096289
Tamil Nadu,9661,1365,14.128972156091502
Goa,770,203,26.36363636363636
Tamil Nadu,9107,1232,13.528055342044581
Jharkhand,6428,1359,21.141879278158058
Tamil Nadu,7349,744,10.123826370934822
Arunachal Pradesh,9097,1693,18.610530944267342
Kerala,1520,400,26.31578947368421
Goa,7699,1213,15.755292895181192
Karnataka,6357,913,14.362120497089823
Chhattisgarh,5324,1107,20.792637114951166
Haryana,9672,2828,29.23904052936311
Tamil Nadu,4613,784,16.99544764795144
Punjab,3611,983,27.222376073109945
Odisha,9860,2262,22.941176470588236
Punjab,2606,535,20.529547198772065
Gujarat,5621,1144,20.352250489236788
Sikkim,3385,645,19.054652880354507
Telangana,4907,891,18.157733849602607
Maharashtra,4396,750,17.060964513193813
Kerala,9308,1330,14.288783841856468
Telangana,8561,1364,15.932718140404159
Gujarat,9427,1424,15.105547894346028
Tamil Nadu,3206,502,15.658140985651903
Sikkim,2306,399,17.30268863833478
Kerala,2771,685,24.720317574882714
Himachal Pradesh,8831,1149,13.01098403351829
Sikkim,4832,1109,22.951158940397352
Bihar,1283,234,18.23850350740452
Telangana,3195,601,18.81064162754304
Assam,4926,547,11.104344295574503
Haryana,7829,1029,13.143441052497126
Assam,2027,302,14.898865318204244
Uttar Pradesh,7686,2172,28.2591725214676
Manipur,4083,630,15.429831006612785
Goa,8862,2632,29.6998420221169
Mizoram,9484,2612,27.541121889498104
Odisha,8761,1903,21.72126469581098
Himachal Pradesh,8593,2073,24.12428721052019
Nagaland,7314,1853,25.334974022422752
Tripura,9811,2801,28.549587198043014
Odisha,1302,385,29.56989247311828
Manipur,9742,2904,29.80907411209197
Tripura,5559,1472,26.47958265875157
Gujarat,4619,892,19.31153929421953
Maharashtra,1724,263,15.255220417633412
Tripura,5086,586,11.521824616594573
Bihar,6540,1062,16.238532110091743
Madhya Pradesh,9534,2827,29.651772603314452
West Bengal,7537,1555,20.631551014992702
Gujarat,6509,1657,25.457059456137653
Meghalaya,7651,1783,23.30414324924846
Chhattisgarh,1755,267,15.213675213675213
Andhra Pradesh,9443,2690,28.48670973207667
Kerala,3011,723,24.01195616074394
Gujarat,7415,1999,26.958867161159812
Gujarat,4560,501,10.986842105263158
Punjab,3891,681,17.501927525057827
Rajasthan,686,69,10.058309037900875
Tripura,4019,441,10.972878825578503
Gujarat,978,205,20.961145194274028
Mizoram,6009,1719,28.607089365951072
Andhra Pradesh,1955,558,28.54219948849105
Bihar,3109,662,21.2930202637504
West Bengal,6979,889,12.738214643931794
Goa,1514,308,20.343461030383093
Meghalaya,6423,1600,24.910477969796048
Haryana,3046,807,26.49376231122784
West Bengal,9456,2077,21.964890016920474
Mizoram,4402,666,15.129486597001362
Uttar Pradesh,1239,362,29.217110573042778
Uttar Pradesh,8262,1836,22.22222222222222
West Bengal,1952,367,18.80122950819672
Kerala,3116,633,20.31450577663671
Himachal Pradesh,4048,934,23.07312252964427
Andhra Pradesh,6908,1407,20.367689635205558
Arunachal Pradesh,5541,1055,19.039884497383145
Uttar Pradesh,8689,1068,12.291402923236276
Rajasthan,2731,789,28.890516294397656
Manipur,3273,602,18.39291170180263
Mizoram,7595,1664,21.909150757077025
Assam,4381,531,12.12052042912577
Rajasthan,9396,1515,16.12388250319285
Himachal Pradesh,511,89,17.416829745596868
Odisha,5756,1109,19.266851980542043
Odisha,1068,259,24.250936329588015
Kerala,8649,1403,16.221528500404673
Telangana,2541,399,15.702479338842975
Gujarat,2092,398,19.02485659655832
Punjab,1835,369,20.108991825613078
Karnataka,1617,407,25.170068027210885
Assam,6921,2061,29.778933680104032
Gujarat,3231,441,13.649025069637883
Sikkim,2799,397,14.183637013219009
Rajasthan,4799,586,12.210877266097103
Uttarakhand,6677,1638,24.53197543807099
Bihar,6621,1116,16.855459900317175
West Bengal,2599,583,22.431704501731435
Bihar,2875,818,28.452173913043477
Uttar Pradesh,8465,990,11.695215593620793
Haryana,8414,2345,27.870216306156404
Chhattisgarh,1882,536,28.480340063761954
Chhattisgarh,6710,937,13.964232488822653
Sikkim,5479,704,12.849060047453914
Jharkhand,3898,1106,28.373524884556183
Chhattisgarh,9608,2663,27.716486261448793
Arunachal Pradesh,9373,1932,20.612397311426438
Nagaland,1861,555,29.82267598065556
Karnataka,4756,590,12.405382674516401
Telangana,4643,763,16.43334051259961
Uttar Pradesh,1094,295,26.96526508226691
Mizoram,3343,980,29.31498653903679
Andhra Pradesh,2249,330,14.67318808359271
Maharashtra,9020,1420,15.74279379157428
Sikkim,5170,993,19.20696324951644
Telangana,4427,483,10.910323017845041
Mizoram,4252,1142,26.85794920037629
Goa,4807,1220,25.379654670272515
Assam,9594,1637,17.06274755055243
Andhra Pradesh,7581,1511,19.931407466033505
Jharkhand,4708,1130,24.001699235344095
Haryana,1855,298,16.064690026954178
Sikkim,5267,1507,28.612113157395104
Mizoram,5098,608,11.926245586504512
Manipur,5177,1299,25.091751979911148
Punjab,6829,1564,22.902328305754867
Goa,9907,2000,20.18774603815484
Uttarakhand,6968,1096,15.729047072330655
Madhya Pradesh,3621,678,18.72410936205468
Meghalaya,9216,1703,18.47873263888889
Punjab,6645,1849,27.82543265613243
Odisha,5968,1417,23.74329758713137
Karnataka,8316,2259,27.164502164502164
Assam,9508,2310,24.295330248212032
Mizoram,4310,485,11.252900232018561
Tripura,929,186,20.021528525296016
Kerala,7939,1959,24.67565184532057
Bihar,1051,219,20.837297811607993
Jharkhand,6911,1608,23.26725510056432
Uttar Pradesh,6483,1857,28.644146228597872
Jharkhand,8162,1001,12.264150943396226
Tamil Nadu,2234,384,17.18889883616831
Karnataka,2998,556,18.545697131420948
Rajasthan,3262,715,21.919068056407113
Jharkhand,4828,592,12.261806130903064
Punjab,8611,2441,28.347462547903845
Chhattisgarh,9083,1575,17.340085874710997
Manipur,2367,386,16.30756231516688
Meghalaya,8078,1634,20.227779153255756
Arunachal Pradesh,7280,1488,20.439560439560438
Andhra Pradesh,8646,1843,21.31621559102475
Meghalaya,1331,308,23.140495867768596
Meghalaya,5189,977,18.828290614761997
Maharashtra,3707,421,11.356892365794442
Jharkhand,7867,2045,25.99466124316766
Nagaland,1404,208,14.814814814814813
Karnataka,7116,2041,28.681843732433954
Karnataka,9840,1632,16.585365853658537
Nagaland,9102,1010,11.096462315974511
Haryana,6401,803,12.544914857053586
Assam,6207,1185,19.091348477525376
Haryana,6919,1732,25.03251915016621
Mizoram,1686,227,13.463819691577699
Madhya Pradesh,9478,1269,13.388900611943447
Madhya Pradesh,3162,899,28.431372549019606
Karnataka,6069,606,9.985170538803757
Arunachal Pradesh,4115,1019,24.763061968408262
Himachal Pradesh,2105,474,22.517814726840854
Andhra Pradesh,1831,502,27.416712179137082
Kerala,3803,451,11.859058637917434
Uttarakhand,9956,1437,14.433507432703896
Kerala,5500,642,11.672727272727272
Karnataka,5012,1380,27.53391859537111
Punjab,1646,447,27.15674362089915
Sikkim,6906,2047,29.64089197799015
Meghalaya,6549,1011,15.43747136967476
Arunachal Pradesh,8180,1987,24.290953545232274
Uttarakhand,4727,1352,28.6016500951978
Odisha,6707,1782,26.56925600119278
Kerala,4777,545,11.408833996231944
West Bengal,4387,962,21.928424891725555
Nagaland,9262,937,10.116605484776505
Rajasthan,9657,2511,26.001863932898416
Haryana,4640,1032,22.24137931034483
Jharkhand,4207,478,11.362015688138815
Tripura,3670,890,24.250681198910083
Chhattisgarh,9077,2603,28.676875619698137
Uttarakhand,9819,2225,22.660148691312763
Rajasthan,8319,1147,13.787714869575671
Kerala,4481,871,19.43762553001562
Tamil Nadu,576,126,21.875
